BOARDID,TRADEDATE,SHORTNAME,SECID,NUMTRADES,VALUE,OPEN,LOW,HIGH,LEGALCLOSEPRICE,WAPRICE,CLOSE,VOLUME,MARKETPRICE2,MARKETPRICE3,ADMITTEDQUOTE,MP2VALTRD,MARKETPRICE3TRADESVALUE,ADMITTEDVALUE,WAVAL,TRADINGSESSION,CURRENCYID,TRENDCLSPR
TQBR,2017-10-13,Yandex clA,YNDX,2053,137323151.5,1864.0,1847.5,1874.5,1858.0,1860.0,1858.0,73895,1858.5,1858.5,1858.0,137323151.5,137323151.5,137323151.5,,3,SUR,-0.27
TQBR,2017-10-16,Yandex clA,YNDX,2412,105985928.5,1850.0,1825.0,1869.5,1832.0,1841.5,1832.0,57553,1841.5,1841.5,1832.0,105985928.5,105985928.5,105985928.5,,3,SUR,-1.4
TQBR,2017-10-17,Yandex clA,YNDX,1979,83786791.5,1832.0,1815.5,1852.5,1833.0,1827.0,1833.0,45820,1828.5,1828.5,1833.0,83786791.5,83786791.5,83786791.5,,3,SUR,0.05
TQBR,2017-10-18,Yandex clA,YNDX,2225,97020815.0,1833.0,1816.0,1857.0,1852.0,1840.5,1852.0,52711,1840.5,1840.5,1852.0,97020815.0,97020815.0,97020815.0,,3,SUR,1.04
TQBR,2017-10-19,Yandex clA,YNDX,1891,91669805.0,1859.0,1830.0,1860.0,1839.5,1836.0,1839.5,49930,1836.0,1836.0,1839.5,91669805.0,91669805.0,91669805.0,,3,SUR,-0.67
TQBR,2017-10-20,Yandex clA,YNDX,2740,110048479.5,1825.0,1790.0,1839.5,1796.0,1810.0,1796.0,60794,1810.0,1810.0,1796.0,110048479.5,110048479.5,110048479.5,,3,SUR,-2.36
TQBR,2017-10-23,Yandex clA,YNDX,2082,79774303.0,1796.0,1782.0,1812.0,1799.0,1795.5,1799.0,44436,1795.5,1795.5,1799.0,79774303.0,79774303.0,79774303.0,,3,SUR,0.17
TQBR,2017-10-24,Yandex clA,YNDX,11198,656929376.5,1787.0,1743.0,1950.0,1889.0,1848.0,1889.0,355146,1849.5,1849.5,1889.0,656929376.5,656929376.5,656929376.5,,3,SUR,5.0
TQBR,2017-10-25,Yandex clA,YNDX,3049,103337735.5,1899.5,1836.5,1908.0,1855.0,1872.5,1855.0,55192,1872.5,1872.5,1855.0,103337735.5,103337735.5,103337735.5,,3,SUR,-1.8
TQBR,2017-10-26,Yandex clA,YNDX,2818,161222915.0,1859.5,1840.0,1915.0,1896.0,1875.5,1896.0,85961,1875.5,1875.5,1896.0,161222915.0,161222915.0,161222915.0,,3,SUR,2.21
TQBR,2017-10-27,Yandex clA,YNDX,4459,201756661.5,1908.0,1890.5,1955.0,1917.5,1921.0,1921.0,105024,1921.0,1921.0,1917.5,201756661.5,201756661.5,201756661.5,,3,SUR,1.32
TQBR,2017-10-30,Yandex clA,YNDX,2633,89755584.5,1919.0,1878.0,1919.0,1898.0,1891.0,1898.0,47462,1891.0,1891.0,1898.0,89755584.5,89755584.5,89755584.5,,3,SUR,-1.2
TQBR,2017-10-31,Yandex clA,YNDX,4706,219245925.5,1900.5,1881.5,1971.0,1950.0,1927.5,1950.0,113758,1927.5,1927.5,1950.0,219245925.5,219245925.5,219245925.5,,3,SUR,2.74
TQBR,2017-11-01,Yandex clA,YNDX,5062,206088635.5,1950.0,1950.0,2023.5,1991.5,1988.5,1991.5,103642,1988.5,1988.5,1991.5,206088635.5,206088635.5,206088635.5,,3,SUR,2.13
TQBR,2017-11-02,Yandex clA,YNDX,3967,176252180.5,1980.0,1927.0,1984.5,1932.0,1956.0,1932.0,90102,1956.0,1956.0,1932.0,176252180.5,176252180.5,176252180.5,,3,SUR,-2.99
TQBR,2017-11-03,Yandex clA,YNDX,2592,91222227.0,1932.5,1930.0,1977.0,1965.0,1958.5,1965.0,46580,1958.5,1958.5,1965.0,91222227.0,91222227.0,91222227.0,,3,SUR,1.71
TQBR,2017-11-07,Yandex clA,YNDX,3932,122669766.5,1966.0,1943.5,1993.5,1950.5,1970.5,1950.5,62261,1970.5,1970.5,1950.5,122669766.5,122669766.5,122669766.5,,3,SUR,-0.74
TQBR,2017-11-08,Yandex clA,YNDX,2876,113315058.0,1944.0,1920.5,1969.5,1935.5,1946.5,1935.5,58256,1945.0,1945.0,1935.5,113315058.0,113315058.0,113315058.0,,3,SUR,-0.77
TQBR,2017-11-09,Yandex clA,YNDX,3140,133802573.5,1933.5,1883.0,1949.0,1890.0,1907.5,1890.0,70138,1907.5,1907.5,1890.0,133802573.5,133802573.5,133802573.5,,3,SUR,-2.35
TQBR,2017-11-10,Yandex clA,YNDX,2814,107774841.0,1890.0,1855.5,1910.0,1856.5,1884.5,1856.5,57188,1884.5,1884.5,1856.5,107774841.0,107774841.0,107774841.0,,3,SUR,-1.77
TQBR,2017-11-13,Yandex clA,YNDX,2767,116027583.5,1856.0,1840.5,1875.0,1860.0,1855.5,1860.0,62531,1855.5,1855.5,1860.0,116027583.5,116027583.5,116027583.5,,3,SUR,0.19
TQBR,2017-11-14,Yandex clA,YNDX,2764,174392049.5,1874.5,1862.0,1929.5,1890.0,1886.0,1890.0,92529,1884.5,1884.5,1890.0,174392049.5,174392049.5,174392049.5,,3,SUR,1.61
TQBR,2017-11-15,Yandex clA,YNDX,1685,57111272.5,1890.0,1857.0,1894.0,1873.0,1876.5,1873.0,30431,1876.5,1876.5,1873.0,57111272.5,57111272.5,57111272.5,,3,SUR,-0.9
TQBR,2017-11-16,Yandex clA,YNDX,1747,82010820.0,1889.0,1868.0,1926.0,1925.5,1896.0,1925.5,43257,1896.0,1896.0,1925.5,82010820.0,82010820.0,82010820.0,,3,SUR,2.8
TQBR,2017-11-17,Yandex clA,YNDX,2663,104262955.0,1926.5,1915.0,1967.5,1949.5,1941.5,1949.5,53704,1941.5,1941.5,1949.5,104262955.0,104262955.0,104262955.0,,3,SUR,1.25
TQBR,2017-11-20,Yandex clA,YNDX,2991,121175353.0,1965.0,1950.5,2008.0,2002.5,1980.5,2002.5,61177,1980.5,1980.5,2002.5,121175353.0,121175353.0,121175353.0,,3,SUR,2.72
TQBR,2017-11-21,Yandex clA,YNDX,4291,170884712.5,2001.0,1990.0,2060.0,2038.0,2024.0,2038.0,84419,2024.0,2024.0,2038.0,170884712.5,170884712.5,170884712.5,,3,SUR,1.77
TQBR,2017-11-22,Yandex clA,YNDX,2823,131870580.5,2030.0,1957.5,2039.5,1975.0,1994.0,1975.0,66128,1994.0,1994.0,1975.0,131870580.5,131870580.5,131870580.5,,3,SUR,-3.09
TQBR,2017-11-23,Yandex clA,YNDX,1370,46229853.0,1980.5,1980.0,1998.5,1987.5,1989.5,1987.5,23237,1989.5,1989.5,1987.5,46229853.0,46229853.0,46229853.0,,3,SUR,0.63
TQBR,2017-11-24,Yandex clA,YNDX,5973,243350998.0,1981.5,1981.5,2079.5,2025.0,2042.5,2025.0,119156,2042.5,2042.5,2025.0,243350998.0,243350998.0,243350998.0,,3,SUR,1.89
TQBR,2017-11-27,Yandex clA,YNDX,3953,124929876.5,2033.0,2015.0,2055.0,2017.0,2036.5,2017.0,61352,2036.5,2036.5,2017.0,124929876.5,124929876.5,124929876.5,,3,SUR,-0.4
TQBR,2017-11-28,Yandex clA,YNDX,3242,127048105.0,2019.0,1988.0,2029.5,1991.5,2005.0,1991.5,63360,2005.0,2005.0,1991.5,127048105.0,127048105.0,127048105.0,,3,SUR,-1.26
TQBR,2017-11-29,Yandex clA,YNDX,3231,172371076.5,2002.5,1933.0,2030.0,1957.0,1981.5,1957.0,86994,1981.5,1981.5,1957.0,172371076.5,172371076.5,172371076.5,,3,SUR,-1.73
TQBR,2017-11-30,Yandex clA,YNDX,2130,59509733.5,1949.5,1881.0,1949.5,1940.5,1932.0,1940.5,30801,1932.0,1932.0,1940.5,59509733.5,59509733.5,59509733.5,,3,SUR,-0.84
TQBR,2017-12-01,Yandex clA,YNDX,1843,55076265.5,1935.0,1916.5,1949.5,1931.5,1936.5,1931.5,28442,1936.5,1936.5,1931.5,55076265.5,55076265.5,55076265.5,,3,SUR,-0.46
TQBR,2017-12-04,Yandex clA,YNDX,2368,112401649.0,1932.0,1901.0,1939.0,1907.0,1922.0,1907.0,58477,1922.0,1922.0,1907.0,112401649.0,112401649.0,112401649.0,,3,SUR,-1.27
TQBR,2017-12-05,Yandex clA,YNDX,3313,109419600.5,1900.0,1867.0,1912.5,1899.0,1888.0,1899.0,57954,1888.0,1888.0,1899.0,109419600.5,109419600.5,109419600.5,,3,SUR,-0.42
TQBR,2017-12-06,Yandex clA,YNDX,2616,95450603.0,1899.5,1889.0,1936.5,1900.0,1908.0,1900.0,49982,1909.5,1909.5,1900.0,95450603.0,95450603.0,95450603.0,,3,SUR,0.05
TQBR,2017-12-07,Yandex clA,YNDX,2930,162903057.0,1920.0,1908.0,1949.5,1949.5,1920.0,1949.5,84854,1920.0,1920.0,1949.5,162903057.0,162903057.0,162903057.0,,3,SUR,2.61
TQBR,2017-12-08,Yandex clA,YNDX,2347,66148933.5,1949.5,1949.5,1979.5,1957.0,1960.0,1957.0,33746,1960.0,1960.0,1957.0,66148933.5,66148933.5,66148933.5,,3,SUR,0.38
TQBR,2017-12-11,Yandex clA,YNDX,2728,102090330.5,1960.0,1958.5,1999.0,1997.5,1978.0,1997.5,51613,1978.0,1978.0,1997.5,102090330.5,102090330.5,102090330.5,,3,SUR,2.07
TQBR,2017-12-12,Yandex clA,YNDX,1936,66610999.0,1996.0,1944.0,1996.0,1954.0,1972.5,1954.0,33770,1972.5,1972.5,1954.0,66610999.0,66610999.0,66610999.0,,3,SUR,-2.18
TQBR,2017-12-13,Yandex clA,YNDX,2564,105664791.5,1935.0,1930.0,1975.0,1938.0,1949.5,1938.0,54188,1950.0,1950.0,1938.0,105664791.5,105664791.5,105664791.5,,3,SUR,-0.82
TQBR,2017-12-14,Yandex clA,YNDX,2815,97261690.5,1935.0,1909.0,1950.0,1919.0,1934.5,1919.0,50311,1933.0,1933.0,1919.0,97261690.5,97261690.5,97261690.5,,3,SUR,-0.98
TQBR,2017-12-15,Yandex clA,YNDX,2927,122602903.5,1915.0,1875.5,1915.0,1895.0,1896.5,1895.0,64641,1896.5,1896.5,1895.0,122602903.5,122602903.5,122602903.5,,3,SUR,-1.25
TQBR,2017-12-18,Yandex clA,YNDX,2064,68944803.5,1895.0,1880.0,1910.0,1892.0,1897.0,1892.0,36343,1897.0,1897.0,1892.0,68944803.5,68944803.5,68944803.5,,3,SUR,-0.16
TQBR,2017-12-19,Yandex clA,YNDX,2341,63629051.0,1892.0,1872.0,1905.0,1902.0,1889.0,1902.0,33688,1889.0,1889.0,1902.0,63629051.0,63629051.0,63629051.0,,3,SUR,0.53
TQBR,2017-12-20,Yandex clA,YNDX,2871,229347079.0,1898.0,1865.5,1906.5,1873.5,1878.0,1873.5,122127,1878.0,1878.0,1873.5,229347079.0,229347079.0,229347079.0,,3,SUR,-1.5
TQBR,2017-12-21,Yandex clA,YNDX,2702,93639691.5,1885.5,1851.5,1895.0,1884.0,1871.0,1884.0,50054,1871.0,1871.0,1884.0,93639691.5,93639691.5,93639691.5,,3,SUR,0.56
TQBR,2017-12-22,Yandex clA,YNDX,2835,109191374.0,1865.0,1832.0,1865.0,1832.0,1847.0,1832.0,59116,1847.0,1847.0,1832.0,109191374.0,109191374.0,109191374.0,,3,SUR,-2.76
TQBR,2017-12-25,Yandex clA,YNDX,889,33677514.0,1832.5,1832.5,1852.5,1847.0,1847.0,1847.0,18232,1847.0,1847.0,1847.0,33677514.0,33677514.0,33677514.0,,3,SUR,0.82
TQBR,2017-12-26,Yandex clA,YNDX,1794,116976718.5,1852.0,1820.0,1863.5,1840.0,1845.0,1840.0,63457,1843.5,1843.5,1840.0,116976718.5,116976718.5,116976718.5,,3,SUR,-0.38
TQBR,2017-12-27,Yandex clA,YNDX,1675,46651612.0,1845.0,1845.0,1874.5,1865.0,1858.0,1865.0,25108,1858.0,1858.0,1865.0,46651612.0,46651612.0,46651612.0,,3,SUR,1.36
TQBR,2017-12-28,Yandex clA,YNDX,1228,50576533.5,1867.5,1859.0,1885.0,1883.5,1872.0,1883.5,27016,1872.0,1872.0,1883.5,50576533.5,50576533.5,50576533.5,,3,SUR,0.99
TQBR,2017-12-29,Yandex clA,YNDX,1716,38827617.0,1880.0,1860.5,1911.5,1894.0,1886.0,1894.0,20586,1886.0,1886.0,1894.0,38827617.0,38827617.0,38827617.0,,3,SUR,0.56
TQBR,2018-01-03,Yandex clA,YNDX,1642,64319606.0,1919.0,1915.0,1949.5,1943.5,1931.0,1943.5,33305,1931.0,1931.0,1943.5,64319606.0,64319606.0,64319606.0,,3,SUR,2.61
TQBR,2018-01-04,Yandex clA,YNDX,2284,75098797.0,1943.0,1943.0,1985.0,1978.0,1967.0,1978.0,38181,1967.0,1967.0,1978.0,75098797.0,75098797.0,75098797.0,,3,SUR,1.78
TQBR,2018-01-05,Yandex clA,YNDX,1758,45204520.0,1966.0,1921.0,1966.0,1942.5,1943.5,1942.5,23258,1943.5,1943.5,1942.5,45204520.0,45204520.0,45204520.0,,3,SUR,-1.79
TQBR,2018-01-09,Yandex clA,YNDX,2546,84346088.0,1957.5,1954.0,1982.0,1963.0,1967.5,1963.0,42866,1967.5,1967.5,1963.0,84346088.0,84346088.0,84346088.0,,3,SUR,1.06
TQBR,2018-01-10,Yandex clA,YNDX,2607,86842293.0,1963.0,1931.5,1980.0,1972.0,1957.0,1972.0,44377,1957.0,1957.0,1972.0,86842293.0,86842293.0,86842293.0,,3,SUR,0.46
TQBR,2018-01-11,Yandex clA,YNDX,2169,79753252.0,1963.5,1955.0,1985.0,1965.0,1970.5,1963.0,40478,1970.5,1970.5,1965.0,79753252.0,79753252.0,79753252.0,,3,SUR,-0.46
TQBR,2018-01-12,Yandex clA,YNDX,1452,34543164.0,1955.0,1945.5,1968.0,1955.0,1957.5,1955.0,17647,1957.5,1957.5,1955.0,34543164.0,34543164.0,34543164.0,,3,SUR,-0.41
TQBR,2018-01-15,Yandex clA,YNDX,1438,28941457.5,1958.0,1954.5,1979.0,1970.0,1969.5,1970.0,14695,1969.5,1969.5,1970.0,28941457.5,28941457.5,28941457.5,,3,SUR,0.77
TQBR,2018-01-16,Yandex clA,YNDX,4940,235385001.0,1964.0,1940.5,2044.0,1992.5,1985.5,1992.5,118550,1985.5,1985.5,1992.5,235385001.0,235385001.0,235385001.0,,3,SUR,1.14
TQBR,2018-01-17,Yandex clA,YNDX,2523,91658082.0,1993.0,1981.0,2046.5,2035.0,2017.0,2035.0,45442,2017.0,2017.0,2035.0,91658082.0,91658082.0,91658082.0,,3,SUR,2.13
TQBR,2018-01-18,Yandex clA,YNDX,3605,174424464.5,2050.0,2045.0,2100.0,2099.0,2076.0,2099.0,84022,2076.0,2076.0,2099.0,174424464.5,174424464.5,174424464.5,,3,SUR,3.14
TQBR,2018-01-19,Yandex clA,YNDX,2879,101508756.0,2112.0,2090.5,2134.0,2098.5,2109.5,2098.5,48111,2110.0,2110.0,2098.5,101508756.0,101508756.0,101508756.0,,3,SUR,-0.02
TQBR,2018-01-22,Yandex clA,YNDX,2258,80950538.5,2095.5,2080.5,2122.5,2118.5,2105.0,2118.5,38452,2105.0,2105.0,2118.5,80950538.5,80950538.5,80950538.5,,3,SUR,0.95
TQBR,2018-01-23,Yandex clA,YNDX,2723,126756938.5,2131.5,2111.5,2145.0,2145.0,2128.0,2145.0,59566,2128.0,2128.0,2145.0,126756938.5,126756938.5,126756938.5,,3,SUR,1.25
TQBR,2018-01-24,Yandex clA,YNDX,1377,41021313.0,2159.5,2129.5,2159.5,2138.0,2143.5,2138.0,19139,2143.5,2143.5,2138.0,41021313.0,41021313.0,41021313.0,,3,SUR,-0.33
TQBR,2018-01-25,Yandex clA,YNDX,2458,94066814.0,2138.5,2105.0,2155.0,2134.0,2135.0,2134.0,44060,2135.0,2135.0,2134.0,94066814.0,94066814.0,94066814.0,,3,SUR,-0.19
TQBR,2018-01-26,Yandex clA,YNDX,2775,101759412.5,2135.0,2134.0,2179.5,2176.0,2156.5,2176.0,47185,2156.5,2156.5,2176.0,101759412.5,101759412.5,101759412.5,,3,SUR,1.97
TQBR,2018-01-29,Yandex clA,YNDX,2363,65079471.0,2191.5,2178.5,2214.5,2197.5,2200.0,2197.5,29584,2200.0,2200.0,2197.5,65079471.0,65079471.0,65079471.0,,3,SUR,0.99
TQBR,2018-01-30,Yandex clA,YNDX,4795,294990246.0,2176.5,2120.0,2176.5,2153.5,2154.5,2150.0,136911,2154.5,2154.5,2153.5,294990246.0,294990246.0,294990246.0,,3,SUR,-2.16
TQBR,2018-01-31,Yandex clA,YNDX,1981,62959851.0,2160.5,2133.5,2196.5,2179.0,2158.0,2179.0,29178,2158.0,2158.0,2179.0,62959851.0,62959851.0,62959851.0,,3,SUR,1.35
TQBR,2018-02-01,Yandex clA,YNDX,2551,148905388.5,2183.0,2168.0,2229.0,2202.0,2193.0,2202.0,67901,2193.0,2193.0,2202.0,148905388.5,148905388.5,148905388.5,,3,SUR,1.06
TQBR,2018-02-02,Yandex clA,YNDX,2862,108776846.0,2190.5,2115.5,2224.5,2150.0,2174.5,2150.0,50026,2174.5,2174.5,2150.0,108776846.0,108776846.0,108776846.0,,3,SUR,-2.36
TQBR,2018-02-05,Yandex clA,YNDX,2049,86221348.5,2145.5,2113.5,2172.0,2150.0,2146.5,2150.0,40173,2146.5,2146.5,2150.0,86221348.5,86221348.5,86221348.5,,3,SUR,0.0
TQBR,2018-02-06,Yandex clA,YNDX,5916,238486324.5,2073.0,2048.5,2130.0,2054.5,2079.5,2054.5,114684,2079.5,2079.5,2054.5,238486324.5,238486324.5,238486324.5,,3,SUR,-4.44
TQBR,2018-02-07,Yandex clA,YNDX,2756,103452902.0,2106.0,2100.5,2174.0,2140.5,2138.5,2140.5,48371,2138.5,2138.5,2140.5,103452902.0,103452902.0,103452902.0,,3,SUR,4.19
TQBR,2018-02-08,Yandex clA,YNDX,3271,131753813.0,2137.0,2125.5,2187.0,2159.0,2162.5,2159.0,60932,2162.5,2162.5,2159.0,131753813.0,131753813.0,131753813.0,,3,SUR,0.86
TQBR,2018-02-09,Yandex clA,YNDX,3901,169005770.5,2090.5,2062.0,2107.0,2086.5,2089.0,2086.5,80902,2089.0,2089.0,2086.5,169005770.5,169005770.5,169005770.5,,3,SUR,-3.36
TQBR,2018-02-12,Yandex clA,YNDX,2662,101610965.0,2101.5,2101.5,2135.0,2127.0,2118.0,2127.0,47976,2118.0,2118.0,2127.0,101610965.0,101610965.0,101610965.0,,3,SUR,1.94
TQBR,2018-02-13,Yandex clA,YNDX,2967,149953588.0,2124.0,2111.0,2141.5,2135.0,2124.5,2135.0,70588,2124.5,2124.5,2135.0,149953588.0,149953588.0,149953588.0,,3,SUR,0.38
TQBR,2018-02-14,Yandex clA,YNDX,4398,206971395.5,2155.0,2144.0,2220.5,2200.0,2177.0,2200.0,95068,2177.0,2177.0,2200.0,206971395.5,206971395.5,206971395.5,,3,SUR,3.04
TQBR,2018-02-15,Yandex clA,YNDX,15683,891024261.0,2250.0,2211.0,2420.0,2283.5,2332.5,2283.5,382032,2332.5,2332.5,2283.5,891024261.0,891024261.0,891024261.0,,3,SUR,3.8
TQBR,2018-02-16,Yandex clA,YNDX,5049,314517735.5,2341.5,2291.5,2374.0,2371.5,2343.5,2371.5,134206,2343.5,2343.5,2371.5,314517735.5,314517735.5,314517735.5,,3,SUR,3.85
TQBR,2018-02-19,Yandex clA,YNDX,3675,114387510.0,2371.0,2361.0,2430.0,2416.5,2405.0,2416.5,47627,2401.5,2401.5,2416.5,114387510.0,114387510.0,114387510.0,,3,SUR,1.9
TQBR,2018-02-20,Yandex clA,YNDX,3085,131794995.5,2420.0,2376.5,2439.0,2413.0,2401.5,2413.0,54879,2401.5,2401.5,2413.0,131794995.5,131794995.5,131794995.5,,3,SUR,-0.14
TQBR,2018-02-21,Yandex clA,YNDX,4118,210845596.0,2424.5,2418.0,2474.5,2473.5,2449.0,2473.5,86053,2450.0,2450.0,2473.5,210845596.0,210845596.0,210845596.0,,3,SUR,2.51
TQBR,2018-02-22,Yandex clA,YNDX,3589,180555833.5,2469.0,2410.5,2494.0,2435.5,2462.5,2435.5,73319,2462.5,2462.5,2435.5,180555833.5,180555833.5,180555833.5,,3,SUR,-1.54
TQBR,2018-02-26,Yandex clA,YNDX,3935,196242493.5,2450.0,2362.0,2450.0,2383.0,2417.0,2383.0,81198,2417.0,2417.0,2383.0,196242493.5,196242493.5,196242493.5,,3,SUR,-2.16
TQBR,2018-02-27,Yandex clA,YNDX,3253,161178339.0,2363.0,2320.5,2391.0,2386.0,2352.5,2386.0,68516,2352.5,2352.5,2386.0,161178339.0,161178339.0,161178339.0,,3,SUR,0.13
